company_name,order_id,order_date,customer_id,customer_name,city,state,product_category,product_name,order_value,discount_percent,payment_mode,delivery_days,rating
BharatKart Retail Pvt Ltd,2852,2023-06-21 10:00:00,4462,Priya Singh,Delhi,,,Shirt,,,COD,10,5
BharatKart Retail Pvt Ltd,6238,2023-06-21 11:00:00,4011,Amit Sharma,Chennai,TS,Electronics,Laptop,4706.0,0,UPI,11,2
BharatKart Retail Pvt Ltd,7126,2023-06-21 12:00:00,3691,rahul verma,Hyderabad,MH,,Rice,7416.0,0,,2,1
BharatKart Retail Pvt Ltd,7704,2023-06-21 13:00:00,5974,Vikas Gupta,,TN,Fashion,Rice,106539.0,5,,10,4
BharatKart Retail Pvt Ltd,4461,2023-06-21 14:00:00,5486,Amit Sharma,Bangalore,TS,Grocery,Rice,24762.0,0,Card,7,4
BharatKart Retail Pvt Ltd,1071,2023-06-21 15:00:00,3102,,Delhi,KA,,Mobile,64508.0,,UPI,14,4
BharatKart Retail Pvt Ltd,6662,2023-06-21 16:00:00,5427,,Bangalore,TN,Electronics,Laptop,33493.0,5,Card,7,2
BharatKart Retail Pvt Ltd,7839,2023-06-21 17:00:00,1087,Amit Sharma,Mumbai,DL,Grocery,Shirt,76114.0,20,COD,2,
BharatKart Retail Pvt Ltd,3072,2023-06-21 18:00:00,2468,Vikas Gupta,,DL,Grocery,,96395.0,,,11,4
BharatKart Retail Pvt Ltd,6394,2023-06-21 19:00:00,1075,Amit Sharma,Delhi,TN,Home,Shirt,90406.0,5,,3,4
BharatKart Retail Pvt Ltd,8143,2023-06-21 20:00:00,5489,,Chennai,,,Sofa,18795.0,10,,12,4
BharatKart Retail Pvt Ltd,2934,2023-06-21 21:00:00,5333,,Hyderabad,TS,Fashion,Sofa,9221.0,10,UPI,2,
BharatKart Retail Pvt Ltd,7002,2023-06-21 22:00:00,5686,Sneha Patil,Mumbai,MH,Electronics,Mobile,67793.0,5,UPI,12,2
BharatKart Retail Pvt Ltd,7163,2023-06-21 23:00:00,4254,Priya Singh,Mumbai,KA,,Laptop,84710.0,10,Card,11,4
BharatKart Retail Pvt Ltd,4201,2023-06-22 00:00:00,209,Priya Singh,Mumbai,,Grocery,Mobile,91441.0,30,Card,10,1
BharatKart Retail Pvt Ltd,6895,2023-06-22 01:00:00,1104,Amit Sharma,Chennai,KA,Grocery,Laptop,116703.0,5,Card,12,1
BharatKart Retail Pvt Ltd,8970,2023-06-22 02:00:00,1710,Vikas Gupta,Mumbai,TS,Electronics,Shirt,115266.0,,Card,5,2
BharatKart Retail Pvt Ltd,2479,2023-06-22 03:00:00,4431,Sneha Patil,Mumbai,DL,Fashion,Mobile,107550.0,5,COD,1,
BharatKart Retail Pvt Ltd,5242,2023-06-22 04:00:00,3020,Amit Sharma,Delhi,KA,Home,Rice,87952.0,20,Card,7,2
BharatKart Retail Pvt Ltd,8423,2023-06-22 05:00:00,3593,Vikas Gupta,Mumbai,MH,Home,Sofa,7105.0,10,COD,6,3
BharatKart Retail Pvt Ltd,2089,2023-06-22 06:00:00,3139,Sneha Patil,Pune,TS,Grocery,Rice,56270.0,0,COD,8,5
BharatKart Retail Pvt Ltd,5002,2023-06-22 07:00:00,5800,Amit Sharma,Mumbai,TS,,,101261.0,0,UPI,14,
BharatKart Retail Pvt Ltd,2190,2023-06-22 08:00:00,2299,,Chennai,KA,,,5680.0,10,UPI,8,1
BharatKart Retail Pvt Ltd,1490,2023-06-22 09:00:00,1940,Vikas Gupta,Delhi,,Electronics,Rice,98517.0,20,UPI,2,4
BharatKart Retail Pvt Ltd,8088,2023-06-22 10:00:00,4116,Amit Sharma,Mumbai,TS,Fashion,,2404.0,0,UPI,7,1
BharatKart Retail Pvt Ltd,7480,2023-06-22 11:00:00,429,Sneha Patil,,KA,Grocery,Sofa,,30,UPI,7,4
BharatKart Retail Pvt Ltd,5947,2023-06-22 12:00:00,2370,Rahul Verma,Bangalore,,Home,,41384.0,,Card,7,2
BharatKart Retail Pvt Ltd,2606,2023-06-22 13:00:00,5604,Amit Sharma,,KA,Home,Mobile,57259.0,20,COD,3,2
BharatKart Retail Pvt Ltd,5206,2023-06-22 14:00:00,1715,Amit Sharma,Mumbai,,,Shirt,,30,COD,1,
BharatKart Retail Pvt Ltd,3965,2023-06-22 15:00:00,3066,Priya Singh,Delhi,MH,,Rice,76209.0,20,,1,
BharatKart Retail Pvt Ltd,7171,2023-06-22 16:00:00,3284,Amit Sharma,Bangalore,KA,Electronics,Shirt,119508.0,30,,11,
BharatKart Retail Pvt Ltd,2650,2023-06-22 17:00:00,642,Sneha Patil,Chennai,DL,,Laptop,33259.0,5,COD,5,1
BharatKart Retail Pvt Ltd,7316,2023-06-22 18:00:00,2733,Sneha Patil,Mumbai,DL,Grocery,Rice,87408.0,5,Card,9,3
BharatKart Retail Pvt Ltd,6032,2023-06-22 19:00:00,5036,Rahul Verma,Pune,,,Mobile,44413.0,30,COD,5,4
BharatKart Retail Pvt Ltd,6707,2023-06-22 20:00:00,5196,Rahul Verma,Pune,MH,Grocery,Mobile,61777.0,0,COD,12,5
BharatKart Retail Pvt Ltd,8175,2023-06-22 21:00:00,2527,Amit Sharma,Pune,DL,Fashion,Shirt,5878.0,,COD,3,
BharatKart Retail Pvt Ltd,1759,2023-06-22 22:00:00,4143,Amit Sharma,,MH,Fashion,Mobile,,30,UPI,4,
BharatKart Retail Pvt Ltd,8966,2023-06-22 23:00:00,4338,Priya Singh,Chennai,,,Sofa,98380.0,,UPI,7,1
BharatKart Retail Pvt Ltd,1774,2023-06-23 00:00:00,2182,Sneha Patil,Mumbai,KA,,Sofa,49925.0,,UPI,12,
BharatKart Retail Pvt Ltd,7785,2023-06-23 01:00:00,1092,Priya Singh,Chennai,,Electronics,Rice,87344.0,0,COD,9,1
BharatKart Retail Pvt Ltd,3272,2023-06-23 02:00:00,2025,Priya Singh,Mumbai,DL,Grocery,Mobile,59364.0,5,COD,1,2
BharatKart Retail Pvt Ltd,6074,2023-06-23 03:00:00,2593,Priya Singh,Bangalore,TN,Grocery,Sofa,52520.0,20,Card,8,5
BharatKart Retail Pvt Ltd,3097,2023-06-23 04:00:00,2536,Vikas Gupta,Delhi,TS,Grocery,Rice,100075.0,5,Card,1,5
BharatKart Retail Pvt Ltd,3200,2023-06-23 05:00:00,3240,Vikas Gupta,Delhi,,Home,Laptop,75733.0,0,,10,5
BharatKart Retail Pvt Ltd,3603,2023-06-23 06:00:00,1452,Vikas Gupta,Pune,KA,,Mobile,,10,,11,4
BharatKart Retail Pvt Ltd,1010,2023-06-23 07:00:00,3674,Rahul Verma,Delhi,,Electronics,Laptop,53643.0,10,,3,1
BharatKart Retail Pvt Ltd,6820,2023-06-23 08:00:00,1074,Rahul Verma,Mumbai,DL,Electronics,Sofa,21749.0,0,COD,11,
BharatKart Retail Pvt Ltd,5713,2023-06-23 09:00:00,2664,Rahul Verma,,MH,Grocery,Laptop,102131.0,5,COD,12,2
BharatKart Retail Pvt Ltd,1702,2023-06-23 10:00:00,2593,Rahul Verma,Delhi,DL,,,110724.0,0,,2,3
BharatKart Retail Pvt Ltd,4555,2023-06-23 11:00:00,137,Priya Singh,Mumbai,DL,Home,Rice,36976.0,30,,12,2
BharatKart Retail Pvt Ltd,5423,2023-06-23 12:00:00,3126,Sneha Patil,,DL,Fashion,Shirt,67101.0,5,Card,8,4
BharatKart Retail Pvt Ltd,7346,2023-06-23 13:00:00,1191,Rahul Verma,Delhi,DL,Home,Shirt,79817.0,,,1,5
BharatKart Retail Pvt Ltd,3003,2023-06-23 14:00:00,5453,Sneha Patil,Hyderabad,TS,Fashion,Shirt,12173.0,,UPI,4,5
BharatKart Retail Pvt Ltd,7415,2023-06-23 15:00:00,1910,,Bangalore,DL,Grocery,,48453.0,5,,12,2
BharatKart Retail Pvt Ltd,7351,2023-06-23 16:00:00,4582,Amit Sharma,Chennai,,,,24629.0,30,COD,1,
BharatKart Retail Pvt Ltd,1969,2023-06-23 17:00:00,592,Amit Sharma,Hyderabad,,,Laptop,78822.0,10,,13,5
BharatKart Retail Pvt Ltd,7820,2023-06-23 18:00:00,5118,Sneha Patil,Delhi,DL,Electronics,Mobile,64013.0,0,UPI,4,
BharatKart Retail Pvt Ltd,4697,2023-06-23 19:00:00,2537,Priya Singh,Hyderabad,,Grocery,,95133.0,20,COD,13,2
BharatKart Retail Pvt Ltd,3233,2023-06-23 20:00:00,770,Amit Sharma,Chennai,TN,Electronics,Shirt,44705.0,20,UPI,4,4
BharatKart Retail Pvt Ltd,3106,2023-06-23 21:00:00,2209,Vikas Gupta,Delhi,DL,Fashion,Mobile,68066.0,20,UPI,8,3
BharatKart Retail Pvt Ltd,6112,2023-06-23 22:00:00,5745,Rahul Verma,Bangalore,TS,Fashion,Mobile,85184.0,30,UPI,3,
BharatKart Retail Pvt Ltd,1071,2023-06-23 23:00:00,3105,Priya Singh,Hyderabad,TS,Fashion,Laptop,103222.0,30,UPI,8,2
BharatKart Retail Pvt Ltd,5065,2023-06-24 00:00:00,1837,Priya Singh,,TN,Home,Rice,21773.0,20,COD,8,
BharatKart Retail Pvt Ltd,5584,2023-06-24 01:00:00,4008,Rahul Verma,Chennai,,Home,Rice,11684.0,5,Card,1,3
BharatKart Retail Pvt Ltd,5981,2023-06-24 02:00:00,5453,Priya Singh,,DL,Grocery,Shirt,118850.0,5,COD,11,2
BharatKart Retail Pvt Ltd,4482,2023-06-24 03:00:00,1743,Sneha Patil,Mumbai,DL,,Sofa,,,UPI,5,3
BharatKart Retail Pvt Ltd,1751,2023-06-24 04:00:00,2944,,Hyderabad,DL,Fashion,Laptop,17914.0,10,Card,4,4
BharatKart Retail Pvt Ltd,3868,2023-06-24 05:00:00,5435,Vikas Gupta,Pune,TN,Electronics,Mobile,31931.0,10,Card,7,4
BharatKart Retail Pvt Ltd,2396,2023-06-24 06:00:00,3601,Vikas Gupta,Mumbai,TS,,Sofa,90449.0,30,UPI,2,1
BharatKart Retail Pvt Ltd,3666,2023-06-24 07:00:00,1787,Priya Singh,Hyderabad,TN,Fashion,Sofa,2181.0,,COD,9,
BharatKart Retail Pvt Ltd,2939,2023-06-24 08:00:00,3684,Priya Singh,Bangalore,TS,Home,Laptop,67121.0,10,COD,8,3
BharatKart Retail Pvt Ltd,7244,2023-06-24 09:00:00,505,,Delhi,,,,92777.0,10,UPI,9,5
BharatKart Retail Pvt Ltd,7396,2023-06-24 10:00:00,2852,Priya Singh,unknown,,Fashion,Rice,33016.0,10,UPI,14,
BharatKart Retail Pvt Ltd,4899,2023-06-24 11:00:00,3634,Vikas Gupta,Hyderabad,KA,Grocery,Sofa,,10,UPI,13,1
BharatKart Retail Pvt Ltd,5335,2023-06-24 12:00:00,3100,Vikas Gupta,,TS,Home,Rice,38316.0,5,Card,12,3
BharatKart Retail Pvt Ltd,4045,2023-06-24 13:00:00,4007,Vikas Gupta,,MH,Fashion,Sofa,61129.0,10,Card,11,5
BharatKart Retail Pvt Ltd,4308,2023-06-24 14:00:00,5305,Rahul Verma,,DL,,Mobile,50492.0,20,COD,12,
BharatKart Retail Pvt Ltd,2173,2023-06-24 15:00:00,1560,Sneha Patil,Mumbai,DL,Grocery,Rice,110999.0,5,Card,13,5
BharatKart Retail Pvt Ltd,1066,2023-06-24 16:00:00,1176,Rahul Verma,Mumbai,,Electronics,Sofa,89892.0,30,,9,2
BharatKart Retail Pvt Ltd,5826,2023-06-24 17:00:00,2012,,Delhi,TS,,Laptop,70734.0,10,,3,3
BharatKart Retail Pvt Ltd,7702,2023-06-24 18:00:00,4544,Vikas Gupta,Delhi,TN,Fashion,Laptop,106942.0,,UPI,12,4
BharatKart Retail Pvt Ltd,6702,2023-06-24 19:00:00,5029,Priya Singh,Chennai,TS,,Mobile,25668.0,5,COD,5,3
BharatKart Retail Pvt Ltd,6926,2023-06-24 20:00:00,2497,,,,Electronics,Mobile,119023.0,20,Card,5,
BharatKart Retail Pvt Ltd,8781,2023-06-24 21:00:00,3704,Rahul Verma,Delhi,TS,Home,,92734.0,30,COD,5,5
BharatKart Retail Pvt Ltd,7347,2023-06-24 22:00:00,5188,Sneha Patil,Bangalore,DL,Fashion,Sofa,56674.0,5,,8,5
BharatKart Retail Pvt Ltd,6088,2023-06-24 23:00:00,5092,Vikas Gupta,Chennai,KA,Home,Mobile,75345.0,,,9,2
BharatKart Retail Pvt Ltd,1523,2023-06-25 00:00:00,5057,Priya Singh,Chennai,DL,Home,Rice,119905.0,,COD,11,5
BharatKart Retail Pvt Ltd,5634,2023-06-25 01:00:00,239,Vikas Gupta,Hyderabad,MH,Electronics,,39787.0,10,,14,4
BharatKart Retail Pvt Ltd,1292,2023-06-25 02:00:00,3990,,unknown,DL,Electronics,Shirt,93203.0,,Card,7,1
BharatKart Retail Pvt Ltd,5631,2023-06-25 03:00:00,4847,Sneha Patil,Pune,KA,Electronics,,101905.0,30,UPI,7,
BharatKart Retail Pvt Ltd,6515,2023-06-25 04:00:00,2435,Amit Sharma,,TN,Fashion,Laptop,98116.0,0,UPI,6,5
BharatKart Retail Pvt Ltd,6806,2023-06-25 05:00:00,1521,Rahul Verma,Bangalore,KA,Home,Laptop,54227.0,5,COD,1,5
BharatKart Retail Pvt Ltd,1103,2023-06-25 06:00:00,5456,,Bangalore,MH,Fashion,Laptop,,20,UPI,5,3
BharatKart Retail Pvt Ltd,3065,2023-06-25 07:00:00,1905,Sneha Patil,Mumbai,DL,,Sofa,110099.0,0,Card,9,3
BharatKart Retail Pvt Ltd,3512,2023-06-25 08:00:00,4626,sneha patil,Bangalore,,Fashion,Sofa,40203.0,0,Card,10,3
BharatKart Retail Pvt Ltd,2840,2023-06-25 09:00:00,607,Sneha Patil,,TS,Grocery,Mobile,22163.0,30,COD,1,2
BharatKart Retail Pvt Ltd,3100,2023-06-25 10:00:00,103,,Bangalore,KA,Home,,41488.0,10,,4,3
BharatKart Retail Pvt Ltd,3390,2023-06-25 11:00:00,2399,Rahul Verma,Bangalore,MH,Fashion,Rice,45245.0,0,,11,3
BharatKart Retail Pvt Ltd,1476,2023-06-25 12:00:00,5163,Amit Sharma,Bangalore,DL,Fashion,Sofa,95041.0,,UPI,1,5
BharatKart Retail Pvt Ltd,1031,2023-06-25 13:00:00,706,Sneha Patil,Delhi,TN,Grocery,,10287.0,20,,7,2
BharatKart Retail Pvt Ltd,5422,2023-06-25 14:00:00,4831,Sneha Patil,Pune,TS,Grocery,Shirt,,,COD,11,2
BharatKart Retail Pvt Ltd,1021,2023-06-25 15:00:00,2039,Priya Singh,,TS,Fashion,Rice,74597.0,,Card,5,
BharatKart Retail Pvt Ltd,4459,2023-06-25 16:00:00,5291,Vikas Gupta,Mumbai,TS,Electronics,Rice,119674.0,30,,6,2
BharatKart Retail Pvt Ltd,3676,2023-06-25 17:00:00,1853,Sneha Patil,Chennai,DL,Fashion,Sofa,110778.0,0,,10,
BharatKart Retail Pvt Ltd,6506,2023-06-25 18:00:00,1858,Priya Singh,Chennai,MH,Home,,80174.0,10,,6,
BharatKart Retail Pvt Ltd,2655,2023-06-25 19:00:00,624,Vikas Gupta,Mumbai,,Grocery,Mobile,48175.0,0,COD,2,3
BharatKart Retail Pvt Ltd,4140,2023-06-25 20:00:00,4187,Amit Sharma,Mumbai,KA,Fashion,Shirt,,5,,4,3
BharatKart Retail Pvt Ltd,3776,2023-06-25 21:00:00,3489,Vikas Gupta,unknown,MH,Electronics,Mobile,94372.0,20,Card,5,5
BharatKart Retail Pvt Ltd,8509,2023-06-25 22:00:00,4924,Rahul Verma,,MH,Fashion,Mobile,14172.0,5,UPI,10,5
BharatKart Retail Pvt Ltd,6551,2023-06-25 23:00:00,3074,Rahul Verma,Hyderabad,KA,Fashion,Rice,87973.0,5,UPI,2,2
BharatKart Retail Pvt Ltd,4276,2023-06-26 00:00:00,5583,Sneha Patil,Bangalore,TS,Electronics,Rice,100654.0,10,COD,8,4
BharatKart Retail Pvt Ltd,2171,2023-06-26 01:00:00,1393,Priya Singh,unknown,TN,,Shirt,64859.0,30,COD,5,
BharatKart Retail Pvt Ltd,4832,2023-06-26 02:00:00,3785,Vikas Gupta,Mumbai,,Fashion,Shirt,29093.0,5,COD,3,
BharatKart Retail Pvt Ltd,8357,2023-06-26 03:00:00,1661,vikas gupta,Pune,TS,Fashion,,112796.0,0,Card,9,1
BharatKart Retail Pvt Ltd,1291,2023-06-26 04:00:00,5786,Vikas Gupta,Delhi,MH,Home,Shirt,43738.0,20,COD,5,4
BharatKart Retail Pvt Ltd,4658,2023-06-26 05:00:00,4736,Vikas Gupta,Hyderabad,DL,Electronics,Sofa,41015.0,0,UPI,7,
BharatKart Retail Pvt Ltd,5415,2023-06-26 06:00:00,5236,Rahul Verma,Delhi,TS,Electronics,Sofa,107871.0,,,10,
BharatKart Retail Pvt Ltd,4728,2023-06-26 07:00:00,1851,Vikas Gupta,,,Fashion,Mobile,83649.0,0,COD,2,
BharatKart Retail Pvt Ltd,1489,2023-06-26 08:00:00,2817,Amit Sharma,Pune,TN,Fashion,Shirt,119755.0,0,UPI,10,4
BharatKart Retail Pvt Ltd,3874,2023-06-26 09:00:00,5745,Rahul Verma,,,Electronics,Mobile,71995.0,0,,7,2
BharatKart Retail Pvt Ltd,2794,2023-06-26 10:00:00,2136,Priya Singh,Mumbai,TS,Home,Mobile,95608.0,30,COD,6,3
BharatKart Retail Pvt Ltd,1707,2023-06-26 11:00:00,4320,Amit Sharma,Hyderabad,DL,Grocery,Mobile,1921.0,20,UPI,11,
BharatKart Retail Pvt Ltd,2839,2023-06-26 12:00:00,4532,Sneha Patil,Chennai,,Electronics,Shirt,72193.0,5,,2,5
BharatKart Retail Pvt Ltd,6888,2023-06-26 13:00:00,3294,Amit Sharma,Mumbai,MH,Grocery,Laptop,84144.0,20,COD,3,3
BharatKart Retail Pvt Ltd,7203,2023-06-26 14:00:00,1213,Sneha Patil,Pune,MH,Home,Mobile,115715.0,,COD,6,
BharatKart Retail Pvt Ltd,7441,2023-06-26 15:00:00,3646,Vikas Gupta,Hyderabad,MH,Grocery,Sofa,114436.0,10,COD,5,2
BharatKart Retail Pvt Ltd,3879,2023-06-26 16:00:00,1429,Priya Singh,Delhi,KA,Fashion,Rice,75157.0,5,,5,5
BharatKart Retail Pvt Ltd,7866,2023-06-26 17:00:00,2748,Vikas Gupta,,,Grocery,Laptop,34954.0,10,COD,9,5
BharatKart Retail Pvt Ltd,4686,2023-06-26 18:00:00,5552,Vikas Gupta,Delhi,DL,,Rice,51299.0,30,UPI,8,3
BharatKart Retail Pvt Ltd,8016,2023-06-26 19:00:00,5993,Amit Sharma,Hyderabad,TN,Fashion,Shirt,24699.0,0,UPI,1,4
BharatKart Retail Pvt Ltd,4282,2023-06-26 20:00:00,5516,Sneha Patil,Mumbai,KA,Home,Mobile,102522.0,20,COD,8,2
BharatKart Retail Pvt Ltd,7915,2023-06-26 21:00:00,3115,,Chennai,DL,Fashion,Rice,93236.0,0,,4,
BharatKart Retail Pvt Ltd,8201,2023-06-26 22:00:00,1942,Amit Sharma,,MH,Fashion,Laptop,,30,UPI,13,4
BharatKart Retail Pvt Ltd,2340,2023-06-26 23:00:00,3841,Rahul Verma,,TN,Home,Mobile,77861.0,,UPI,3,4
BharatKart Retail Pvt Ltd,8030,2023-06-27 00:00:00,2885,Sneha Patil,Bangalore,KA,Home,Sofa,39081.0,5,Card,9,4
BharatKart Retail Pvt Ltd,8515,2023-06-27 01:00:00,2557,priya singh,unknown,DL,,Shirt,38090.0,,UPI,6,
BharatKart Retail Pvt Ltd,3137,2023-06-27 02:00:00,2030,Sneha Patil,Chennai,,,Laptop,102278.0,20,UPI,5,2
BharatKart Retail Pvt Ltd,1555,2023-06-27 03:00:00,4758,Rahul Verma,Hyderabad,MH,Grocery,,108643.0,,Card,8,
BharatKart Retail Pvt Ltd,4884,2023-06-27 04:00:00,1070,Sneha Patil,Delhi,KA,Electronics,Rice,43690.0,10,COD,2,
BharatKart Retail Pvt Ltd,5343,2023-06-27 05:00:00,2523,,Pune,DL,Electronics,Mobile,87939.0,10,Card,6,5
BharatKart Retail Pvt Ltd,4903,2023-06-27 06:00:00,2068,Sneha Patil,,TS,Electronics,Mobile,35014.0,,,11,5
BharatKart Retail Pvt Ltd,4669,2023-06-27 07:00:00,4961,,Pune,TN,Grocery,Laptop,114175.0,0,COD,10,4
BharatKart Retail Pvt Ltd,2028,2023-06-27 08:00:00,2870,,Mumbai,TS,,Sofa,69606.0,20,Card,1,
BharatKart Retail Pvt Ltd,7476,2023-06-27 09:00:00,5073,Priya Singh,Chennai,TS,Home,Laptop,40213.0,20,Card,12,2
BharatKart Retail Pvt Ltd,1226,2023-06-27 10:00:00,3365,Priya Singh,Chennai,KA,Fashion,Laptop,35777.0,5,,9,5
BharatKart Retail Pvt Ltd,8705,2023-06-27 11:00:00,1338,,Delhi,KA,Home,Sofa,112800.0,10,UPI,10,2
BharatKart Retail Pvt Ltd,2131,2023-06-27 12:00:00,1219,Vikas Gupta,Bangalore,MH,Grocery,Laptop,58190.0,20,Card,3,4
BharatKart Retail Pvt Ltd,8401,2023-06-27 13:00:00,150,Amit Sharma,Mumbai,KA,Home,Mobile,46431.0,20,UPI,3,3
BharatKart Retail Pvt Ltd,2123,2023-06-27 14:00:00,3093,Rahul Verma,Delhi,TN,Grocery,Laptop,36754.0,5,COD,5,1
BharatKart Retail Pvt Ltd,5618,2023-06-27 15:00:00,5078,Vikas Gupta,Delhi,KA,Grocery,Mobile,50480.0,0,UPI,6,3
BharatKart Retail Pvt Ltd,7488,2023-06-27 16:00:00,4660,Sneha Patil,Chennai,KA,Fashion,Laptop,,0,COD,11,5
BharatKart Retail Pvt Ltd,2525,2023-06-27 17:00:00,3646,Sneha Patil,Hyderabad,,,Laptop,88893.0,0,UPI,7,5
BharatKart Retail Pvt Ltd,3239,2023-06-27 18:00:00,5345,sneha patil,Mumbai,DL,Home,Shirt,40276.0,5,UPI,7,3
BharatKart Retail Pvt Ltd,8565,2023-06-27 19:00:00,5094,Amit Sharma,Chennai,TN,,,51301.0,10,,2,
BharatKart Retail Pvt Ltd,8116,2023-06-27 20:00:00,1032,Amit Sharma,Bangalore,KA,Home,Shirt,110286.0,30,UPI,10,2
BharatKart Retail Pvt Ltd,6573,2023-06-27 21:00:00,1726,Amit Sharma,Pune,TS,Electronics,Laptop,85281.0,20,COD,10,4
BharatKart Retail Pvt Ltd,8389,2023-06-27 22:00:00,1709,Rahul Verma,Bangalore,,Electronics,Mobile,76364.0,30,COD,4,
BharatKart Retail Pvt Ltd,4288,2023-06-27 23:00:00,967,Priya Singh,Bangalore,DL,Grocery,Sofa,63332.0,0,COD,3,2
BharatKart Retail Pvt Ltd,1337,2023-06-28 00:00:00,1180,,Hyderabad,MH,Electronics,,81461.0,,Card,10,4
BharatKart Retail Pvt Ltd,2467,2023-06-28 01:00:00,905,Vikas Gupta,Bangalore,DL,Fashion,Mobile,71021.0,,COD,13,
BharatKart Retail Pvt Ltd,6483,2023-06-28 02:00:00,2035,Sneha Patil,Mumbai,MH,Grocery,,22485.0,,COD,11,2
BharatKart Retail Pvt Ltd,5254,2023-06-28 03:00:00,3686,Amit Sharma,Mumbai,,Fashion,Sofa,55316.0,10,UPI,11,5
BharatKart Retail Pvt Ltd,5694,2023-06-28 04:00:00,5202,Amit Sharma,Chennai,TN,Home,Rice,6347.0,0,COD,10,5
BharatKart Retail Pvt Ltd,8142,2023-06-28 05:00:00,1454,Vikas Gupta,unknown,MH,,Sofa,115375.0,0,UPI,7,3
BharatKart Retail Pvt Ltd,2597,2023-06-28 06:00:00,3793,,Chennai,DL,Electronics,Laptop,112113.0,0,COD,11,3
BharatKart Retail Pvt Ltd,7298,2023-06-28 07:00:00,4701,Sneha Patil,Pune,MH,Electronics,Mobile,28159.0,10,COD,4,
BharatKart Retail Pvt Ltd,2548,2023-06-28 08:00:00,5542,Amit Sharma,Pune,TS,Grocery,Laptop,104171.0,5,Card,1,
BharatKart Retail Pvt Ltd,7783,2023-06-28 09:00:00,3596,Sneha Patil,unknown,TN,Home,,41462.0,10,,8,4
BharatKart Retail Pvt Ltd,4137,2023-06-28 10:00:00,3994,Vikas Gupta,Hyderabad,TN,Home,Shirt,9359.0,,UPI,12,
BharatKart Retail Pvt Ltd,1583,2023-06-28 11:00:00,238,,Pune,KA,Grocery,Shirt,,30,,12,
BharatKart Retail Pvt Ltd,3917,2023-06-28 12:00:00,4276,Vikas Gupta,Hyderabad,MH,,Laptop,109886.0,,COD,5,1
BharatKart Retail Pvt Ltd,4863,2023-06-28 13:00:00,5755,Amit Sharma,Hyderabad,DL,Grocery,Sofa,105049.0,5,COD,6,2
BharatKart Retail Pvt Ltd,5199,2023-06-28 14:00:00,5154,Priya Singh,,,Electronics,Mobile,7415.0,30,UPI,2,4
BharatKart Retail Pvt Ltd,3781,2023-06-28 15:00:00,3946,Vikas Gupta,,DL,Electronics,,65764.0,0,COD,4,1
BharatKart Retail Pvt Ltd,7778,2023-06-28 16:00:00,5315,Priya Singh,Chennai,MH,,Laptop,117027.0,10,Card,4,5
BharatKart Retail Pvt Ltd,1861,2023-06-28 17:00:00,1302,Rahul Verma,Chennai,,Grocery,,31847.0,20,UPI,4,1
BharatKart Retail Pvt Ltd,7471,2023-06-28 18:00:00,5472,Amit Sharma,Chennai,TS,,Sofa,41505.0,,,4,3
BharatKart Retail Pvt Ltd,1711,2023-06-28 19:00:00,5386,Priya Singh,Hyderabad,,Electronics,Sofa,,10,Card,1,4
BharatKart Retail Pvt Ltd,4857,2023-06-28 20:00:00,5174,Amit Sharma,Delhi,TN,Fashion,Rice,114007.0,5,Card,2,5
BharatKart Retail Pvt Ltd,7244,2023-06-28 21:00:00,4854,Vikas Gupta,unknown,TS,Home,,74737.0,0,,10,5
BharatKart Retail Pvt Ltd,8671,2023-06-28 22:00:00,2950,Vikas Gupta,Bangalore,MH,Home,Rice,1225.0,20,UPI,5,2
BharatKart Retail Pvt Ltd,8411,2023-06-28 23:00:00,226,Vikas Gupta,,MH,,Sofa,71059.0,20,Card,2,4
BharatKart Retail Pvt Ltd,4851,2023-06-29 00:00:00,340,,Chennai,TN,Fashion,Sofa,89992.0,0,UPI,11,5
BharatKart Retail Pvt Ltd,7142,2023-06-29 01:00:00,5222,Rahul Verma,Hyderabad,KA,Grocery,Rice,44804.0,10,UPI,13,3
BharatKart Retail Pvt Ltd,4591,2023-06-29 02:00:00,2090,Rahul Verma,Mumbai,TS,,Laptop,50631.0,10,UPI,9,3
BharatKart Retail Pvt Ltd,1485,2023-06-29 03:00:00,999,Sneha Patil,Bangalore,TN,Home,Laptop,23350.0,10,COD,3,2
BharatKart Retail Pvt Ltd,3060,2023-06-29 04:00:00,2481,,Bangalore,KA,Home,Mobile,83696.0,20,COD,7,
BharatKart Retail Pvt Ltd,5443,2023-06-29 05:00:00,4447,Vikas Gupta,,TN,Home,Sofa,27468.0,0,Card,7,4
BharatKart Retail Pvt Ltd,6290,2023-06-29 06:00:00,259,Vikas Gupta,Mumbai,MH,Electronics,Shirt,73226.0,10,UPI,8,4
BharatKart Retail Pvt Ltd,6482,2023-06-29 07:00:00,4415,Rahul Verma,Bangalore,DL,Fashion,,10108.0,,COD,3,
BharatKart Retail Pvt Ltd,4949,2023-06-29 08:00:00,507,Sneha Patil,unknown,KA,Grocery,,118490.0,0,COD,6,3
BharatKart Retail Pvt Ltd,1528,2023-06-29 09:00:00,5222,Amit Sharma,,MH,Fashion,Shirt,42394.0,20,UPI,12,4
BharatKart Retail Pvt Ltd,2135,2023-06-29 10:00:00,2673,Amit Sharma,Mumbai,,Home,Laptop,110659.0,0,,13,
BharatKart Retail Pvt Ltd,2413,2023-06-29 11:00:00,3304,,Pune,DL,Electronics,Rice,90750.0,10,COD,12,1
